design;pore_hydro;surf_hydro;all_hydro;beta_prop;category
TM31_0119_0002.fasta;-0.9925;3.2638297872340414;0.48617886178861786;na;native_tmb
TM48_0158_0004.fasta;-0.8074999999999998;3.148936170212765;0.4479674796747969;na;native_tmb
TM6_0181_0002.fasta;-1.2624999999999997;2.936170212765957;0.3016260162601627;na;native_tmb
TM0_0001_0005.fasta;-0.9849999999999998;2.9574468085106376;0.4601626016260163;na;native_tmb
TM13_0157_0001.fasta;-0.7175;3.2191489361702126;0.5479674796747965;na;native_tmb
TM13_0177_0004.fasta;-1.0300000000000005;3.025531914893617;0.32764227642276433;na;native_tmb
TM48_0034_0001.fasta;-0.6974999999999996;3.1574468085106386;0.5626016260162601;na;native_tmb
TM33_0053_0005.fasta;-0.7599999999999997;3.112765957446808;0.4585365853658539;na;native_tmb
TM4_0097_0001.fasta;-0.8274999999999999;3.1446808510638307;0.4943089430894308;na;native_tmb
TM11_0191_0001.fasta;-1.1374999999999997;3.004255319148936;0.4219512195121952;na;native_tmb
TM13_0166_0004.fasta;-1.1325000000000003;3.0191489361702124;0.29674796747967486;na;native_tmb
TM20_0170_0005.fasta;-1.41;3.0021276595744673;0.2894308943089432;na;native_tmb
TM40_0108_0004.fasta;-1.215;3.0765957446808514;0.28536585365853673;na;native_tmb
TM40_0162_0004.fasta;-0.8299999999999998;3.097872340425532;0.5;na;native_tmb
TM41_0008_0004.fasta;-1.0400000000000003;3.03191489361702;0.3089430894308944;na;native_tmb
TM42_0033_0003.fasta;-0.8199999999999997;3.134042553191489;0.5333333333333334;na;native_tmb
TM45_0044_0001.fasta;-0.8599999999999998;3.1510638297872338;0.44552845528455287;na;native_tmb
TM48_0034_0004.fasta;-1.1949999999999998;2.936170212765957;0.28292682926829277;na;native_tmb
TM4_0097_0004.fasta;-0.775;3.0744680851063837;0.5016260162601628;na;native_tmb
TM6_0085_0003.fasta;-1.06;3.019148936170213;0.348780487804878;na;native_tmb
TM7_0123_0003.fasta;-0.9524999999999995;3.272340425531916;0.4398373983739838;na;native_tmb
